,Title,Author,Release date,Price $
9856,The Ghost Map,Steven Johnson,12-11-06,22
9857,Storm in a Teacup,Helen Czerski,01-10-17,18
9858,The Marshmallow Test,Walter Mischel,09-23-14,22
9859,"Eager: The Surprising, Secret Life of Beavers and Why They Matter",Ben Goldfarb,06-12-18,22
9860,Liquid Rules,Mark Miodownik,02-19-19,18
9861,Isaac Newton,James Gleick,04-21-05,11
9862,The Universe in a Nutshell,Stephen Hawking,11-09-01,11
9863,Krakatoa,Simon Winchester,01-14-04,32
9864,The Swamp,Michael Grunwald,08-16-16,26
9865,The Bomber Mafia,Malcolm Gladwell,04-27-21,19
9866,Exercised,Daniel Lieberman,01-05-21,21
9867,The Systems Thinker: Analytical Skills,Albert Rutherford,08-14-19,6
9868,American Sherlock,Kate Winkler Dawson,02-11-20,28
9869,Drug Use for Grown-Ups,Dr. Carl L. Hart,01-12-21,18
9870,On Animals,Susan Orlean,10-12-21,15
9871,A Wild Idea,Jonathan Franklin,08-10-21,32
9872,Deviate,Beau Lotto,04-25-17,20
9873,Beyond Measure,James Vincent,11-01-22,15
9874,The Invisible Rainbow,Arthur Firstenberg,08-13-21,22
9875,Count Down,Shanna H. Swan,02-23-21,14
9876,Naked Statistics,Charles Wheelan,04-23-13,22
9877,Brief Answers to the Big Questions,Stephen Hawking,10-16-18,21
9878,Deep,James Nestor,05-31-16,17
9879,Coyote America,Dan Flores,10-04-16,25
9880,How to Speak Whale,Tom Mustill,09-13-22,21
9881,Nature's Best Hope,Douglas W. Tallamy,05-19-20,30
9882,How Medicine Works and When It Doesn't,F. Perry Wilson MD,01-24-23,32
9883,Where We Meet the World,Ashley Ward,03-28-23,36
9884,The Age of Wonder,Richard Holmes,06-28-11,40
9885,All We Can Save,Ayana Elizabeth Johnson,09-22-20,24
9886,Seven and a Half Lessons About the Brain,Lisa Feldman Barrett,11-17-20,18
9887,Livewired,David Eagleman,08-25-20,28
9888,Ways of Being,James Bridle,06-21-22,21
9889,The Violinist's Thumb,Sam Kean,07-17-12,17
9890,The Forgotten Botanist,Wynne Brown,04-13-23,20
9891,"Reader, Come Home",Maryanne Wolf,08-07-18,19
9892,The Rise and Reign of the Mammals,Steve Brusatte,06-07-22,24
9893,How to Create a Mind,Ray Kurzweil,04-19-22,18
9894,The Demon-Haunted World,Carl Sagan,05-30-17,23
9895,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,04-03-15,26
9896,At Work in the Ruins,Dougald Hine,02-09-23,49
9897,Upstream,Mary Oliver,04-18-23,22
9898,The Elegant Universe,Brian Greene,12-23-08,35
9899,Stokes Field Guide to Bird Songs: Eastern Region,Donald Stokes,11-08-12,20
9900,The Rise of Wolf 8,Rick McIntyre,09-27-21,11
9901,Fake Invisible Catastrophes and Threats of Doom,Dr. Patrick Moore,04-30-21,17
9902,Feeling & Knowing,Antonio Damasio,10-26-21,14
9903,Metazoa,Peter Godfrey-Smith,11-10-20,15
9904,Extraterrestrial,Avi Loeb,01-26-21,11
9905,Believing Is Seeing,Michael Guillen PhD,09-07-21,18
9906,Lights Out,Ted Koppel,10-27-15,28
9907,Consider the Fork,Bee Wilson,10-09-12,22
9908,The Genius of Birds,Jennifer Ackerman,04-12-16,21
9909,Neurofitness,Dr. Rahul Jandial,06-04-19,18
9910,Genome,Matt Ridley,01-18-11,32
9911,A Short History of Nearly Everything,Bill Bryson,12-26-04,22
9912,Pass Your Private Pilot Checkride: Your FAA Checkride Examiners Favorite Questions,Jason Schappert,05-21-18,6
9913,Sounds Wild and Broken,David George Haskell,03-01-22,24
9914,Otherlands,Thomas Halliday,02-01-22,18
9915,Breath from Salt,Bijal P. Trivedi,12-01-20,29
9916,Smokejumper,Jason A. Ramos,07-14-15,18
9917,Proust and the Squid,Maryanne Wolf,08-26-08,23
9918,The Lives of Bees,Thomas D. Seeley,05-28-19,18
9919,The Grieving Brain,Mary-Frances O'Connor,02-01-22,24
9920,Under a White Sky,Elizabeth Kolbert,02-09-21,19
9921,False Alarm,Bjorn Lomborg,07-14-20,21
9922,Unsettled,Steven E. Koonin,05-07-21,13
9923,A Sand County Almanac,Aldo Leopold,04-22-20,15
9924,The High Sierra,Kim Stanley Robinson,05-10-22,44
9925,Biomimicry,Janine M. Benyus,04-21-20,16
9926,The Outermost House,Henry Beston,05-11-07,18
9927,The Quantum Revelation,Paul Levy,09-08-20,21
9928,Infinite Powers,Steven Strogatz,08-20-19,21
9929,Outsmart Your Brain,Daniel T. Willingham Ph.D,01-24-23,19
9930,Prospect's Bible,John E. Bunch II The Black Dragon National President,07-25-22,17
9931,A Voyage for Madmen,Peter Nichols,01-03-17,24
9932,The Art of Strategy,Barry J. Nalebuff,07-12-13,25
9933,A Wing and a Prayer,Anders Gyllenhaal,04-18-23,19
9934,What's Gotten into You,Dan Levitt,01-24-23,32
9935,Power to Save the World: The Truth About Nuclear Energy,Gwyneth Cravens,12-21-11,22
9936,The Big Year,Mark Obmascik,02-05-04,18
9937,Reading the Glass,Elliot Rappaport,02-14-23,28
9938,Finding God in the Waves,Mike McHargue,09-13-16,23
9939,The Greatest Show on Earth,Richard Dawkins,09-22-09,23
9940,The Log from the Sea of Cortez,John Steinbeck,06-01-12,16
9941,The Hacking of the American Mind,Robert H. Lustig,09-12-17,28
9942,And Finally,Henry Marsh,01-17-23,19
9943,What Do Women Want?,Daniel Bergner,06-18-13,18
9944,The Knowledge,Lewis Dartnell,04-17-14,22
9945,The Astronaut Wives Club,Lily Koppel,06-11-13,23
9946,Humankind,Rutger Bregman,06-02-20,30
9947,The End of Gender,Debra W. Soh,08-04-20,17
9948,Why Him? Why Her?,Helen Fisher,01-20-09,17
9949,The Angel and the Assassin,Donna Jackson Nakazawa,01-21-20,18
9950,How We Got to Now,Steven Johnson,09-30-14,14
9951,Out of the Clouds,Linda Carroll,05-29-18,21
9952,Becoming an Engineer,Jake Ryland,06-02-22,17
9953,The Joy of Living,Yongey Mingyur Rinpoche,02-08-07,21
9954,Spillover,David Quammen,05-22-13,30
9955,"Selected by Extraterrestrials: My Life in the Top Secret World of UFOs, Think-Tanks and Nordic Secretaries",William Mills Tompkins,04-24-19,22
9956,The Dreamt Land,Mark Arax,05-21-19,30
9957,Construction Genius,Eric Anderton,10-25-22,13
9958,Holistic Management: A Commonsense Revolution to Restore Our Environment,Jody Butterfield,12-20-17,22
9959,Reality+,David J. Chalmers,01-25-22,27
9960,The End of Mental Illness,Daniel G. Amen,03-12-20,31
9961,Fundamentals,Frank Wilczek,01-12-21,24
9962,The Age of Em,Robin Hanson,08-19-16,26
9963,The Book of Hope,Jane Goodall,10-19-21,15
9964,Four Thousand Weeks,Oliver Burkeman,08-26-21,18
9965,Rooted,Lyanda Lynn Haupt,05-04-21,18
9966,The Mare and the Mouse,Martín Prechtel,09-09-22,17
9967,Presidential Takedown,Dr. Paul Elias Alexander,12-17-22,16
9968,"Healthy Brain, Happy Life",Wendy Suzuki,05-19-15,17
9969,Flight Paths,Rebecca Heisman,03-14-23,32
9970,Private Pilot Blueprint,Jason Schappert,01-13-23,23
9971,Breath,James Nestor,05-26-20,15
9972,The Blood of Emmett Till,Timothy B. Tyson,02-02-17,22
9973,The Technological Society,Jacques Ellul,02-23-21,33
9974,The Biggest Ideas in the Universe,Sean Carroll,09-20-22,17
9975,Einstein's Fridge,Paul Sen,03-16-21,15
9976,The Power of Habit,Charles Duhigg,04-05-12,26
9977,Saving Us,Katharine Hayhoe,09-21-21,15
9978,The Genesis Machine,Amy Webb,02-15-22,32
9979,Sacred Nature,Karen Armstrong,09-06-22,15
9980,Speaking with Nature,Sandra Ingerman,01-08-19,16
9981,Dopamine Nation,Dr. Anna Lembke,08-24-21,16
9982,Uncommon Sense Teaching,Barbara Oakley,06-15-21,18
9983,The Disordered Cosmos,Chanda Prescod-Weinstein,03-09-21,32
9984,Helgoland,Carlo Rovelli,05-25-21,14
9985,Womb,Leah Hazard,03-07-23,32
9986,The Real Anthony Fauci,Robert F. Kennedy Jr.,11-16-21,26
9987,The Map of Knowledge,Violet Moller,05-14-19,16
9988,The Matter of Everything,Suzie Sheehy,01-10-23,28
9989,Jellyfish Age Backwards,Nicklas Brendborg,01-17-23,29
9990,Thirty Million Words,Dana Suskind,09-08-15,18
9991,The Evolution of Everything,Matt Ridley,10-27-15,26
9992,The Devil's Delusion,David Berlinski,08-30-13,17
9993,Glory Lost and Found,Seth Kaplan,04-06-16,26
9994,The Worst Hard Time,Timothy Egan,02-16-22,26
9995,Darwin's Doubt,Stephen C. Meyer,12-20-16,16
9996,The World Before Us,Tom Higham,08-24-21,12
9997,A Most Remarkable Creature,Jonathan Meiburg,03-30-21,18
9998,Global Crisis,Geoffrey Parker,12-06-22,30
9999,Reality Is Not What It Seems,Carlo Rovelli,01-24-17,22
10000,The Silmarillion,J. R. R. Tolkien,06-22-23,22
10001,Light Bringer,Pierce Brown,07-25-23,31
10002,The Lion: Son of the Forest,Mike Brooks,04-22-23,33
10003,Shattersoul,Kyle Kirrin,06-02-23,30
10004,Azarinth Healer: Book Two,Rhaegar,04-28-23,25
10005,The Primal Hunter 5,Zogarth,05-17-23,25
10006,Blightslayer,Richard Strachan,05-20-23,33
10007,Waybound,Will Wight,06-06-23,30
10008,The Path of Ascension 3,C. Mantis,05-17-23,30
10009,Defiant,Michael R. Miller,07-13-23,30
10010,Glamoured,Jaymin Eve,05-05-23,20
10011,Revealed,D.I. Freed,05-16-23,30
10012,A Fire in the Flesh,Jennifer L. Armentrout,10-31-23,33
10013,Way to the East,Kirill Klevanski,05-16-23,21
10014,Apocalypse Redux: Book Three,Jakob H. Greif,05-02-23,25
10015,Homeworld Lost,J.N. Chaney,05-06-23,25
10016,Dial W for Witch,Amanda M. Lee,04-24-23,20
10017,Rise of the Weakest Summoner: Volume V,J. R. Saileri,05-31-23,25
10018,House of Pounding Hearts,Olivia Wildenstein,04-19-23,25
10019,The Lost Task Force,Vaughn Heppner,04-25-23,25
10020,Gauntlet,John G. Doyle,05-10-23,20
10021,Dungeon Walkers 4,Daniel Schinhofen,05-02-23,25
10022,From the Grave,Kresley Cole,04-21-23,25
10023,Rise of the Weakest Summoner: Volume IV,J. R. Saileri,05-03-23,25
10024,By a Silver Thread,Rachel Aaron,05-03-23,25
10025,Untethered Sky,Fonda Lee,04-25-23,14
10026,Strung,Per Jacobsen,04-25-23,20
10027,Lonely Castle in the Mirror,Mizuki Tsujimura,04-25-23,21
10028,The Olympian Affair,Jim Butcher,11-07-23,42
10029,To Flail Against Infinity,J. P. Valentine,05-05-23,25
10030,Rapax Pax,Marc Alan Edelheit,05-01-23,30
10031,Psycho Academy,Jasmine Mas,04-13-23,25
10032,Cataclysm,Sarah Bailey,05-12-23,25
10033,The Road to Vanador: A Spellmonger Anthology,Terry Mancour,07-25-23,55
10034,Gates of Yog-Sothoth,John Corwin,05-03-23,25
10035,"Silver Magi, Books 1-2",D. Levesque,04-25-23,25
10036,Ambrosius,Taylor Rylan,04-26-23,20
10037,Dragon Heist,Alexander C. Kane,04-27-23,20
10038,Court of Greed and Gold,Eliza Raine,04-13-23,20
10039,Ironwood: A Fae Universe Series,Alessa Thorn,05-09-23,54
10040,The Ashes and the Star-Cursed King,Carissa Broadbent,08-08-23,45
10041,Dragonslayer,Craig Alanson,05-30-23,50
10042,Castle Town 5,Anya Merchant,05-01-23,20
10043,Claiming the Dragon King,Amelia Hutchins,05-04-23,25
10044,Slay,Laurell K. Hamilton,11-07-23,35
10045,Reforged,Seth Haddon,05-09-23,21
10046,Run for Your Midlife,Robyn Peterman,04-18-23,26
10047,Mageling,J.L. Mullins,04-17-23,25
10048,System Collapse,Martha Wells,11-14-23,21
10049,The Serpent and the Wings of Night,Carissa Broadbent,04-11-23,45
10050,Jungle World,B.V. Larson,05-09-23,45
10051,Fractal Noise,Christopher Paolini,05-16-23,26
10052,Break Her,Cassie Alexander,05-01-23,20
10053,Reckoning,Mark Goodwin,05-01-23,20
10054,What Lurks Between the Fates,Harper L. Woods,04-25-23,33
10055,We Are Worthy,Alisha Williams,04-26-23,25
10056,Red Rising,Pierce Brown,01-28-14,35
10057,Contagion,A. American,06-06-23,40
10058,Forced Bonds,J Bree,10-07-22,22
10059,Cadaver 1,Nick Clausen,03-27-23,20
10060,The New World,Monsoon117,05-09-23,30
10061,Shadow Dance,Christine Feehan,08-22-23,28
10062,Level Up Rebel,Zac Ostermann,05-18-23,25
10063,A Kingdom of Flame and Fury,Whitney Dean,04-25-23,45
10064,Of Shadow and Moonlight,Luna Laurier,04-19-23,25
10065,Ambrosia,C.N. Crawford,03-22-23,20
10066,Wraith King: The Complete Series,Jack Porter,05-15-23,30
10067,The Hitchhiker's Guide to the Galaxy,Douglas Adams,04-28-05,14
10068,Pilgrims of Fire,Justin D Hill,05-13-23,33
10069,Children of Time,Adrian Tchaikovsky,05-02-17,22
10070,The Captain,Will Wight,04-04-23,35
10071,Made in Heaven,J.N. Chaney,05-12-23,20
10072,Fourth Wing,Rebecca Yarros,05-02-23,38
10073,Resurgence,Mark Tufo,08-08-23,35
10074,Lords of Uncreation,Adrian Tchaikovsky,05-02-23,51
10075,Dreams of the Dying: The Dark Corners of Our Minds,Nicolas Lietzau,04-18-23,30
10076,Spell Thief,J Pal,05-16-23,25
10077,Defiance of the Fall 9,TheFirstDefier,04-26-23,30
10078,A Kingdom of Gods and Ruin,Caroline Peckham,04-28-23,15
10079,Ensnared,Tiffany Roberts,03-27-23,25
10080,The Tunnels Beneath,Michael Wisehart,05-16-23,60
10081,Wool,Hugh Howey,03-07-23,36
10082,The Valley,D.J. Molles,04-18-23,25
10083,Forevermore,Dannika Dark,05-09-23,14
10084,The Name of the Wind,Patrick Rothfuss,05-15-09,26
10085,The Fae King's Assassin,Alisha Klapheke,05-02-23,40
10086,The Blade Itself,Joe Abercrombie,09-08-15,20
10087,Glow,Raven Kennedy,01-12-23,26
10088,"Villain for Hire, a Haremlit Slice of Life Adventure",Jay Aury,04-03-23,20
10089,An Inheritance of Monsters,Cate Corvin,04-04-23,17
10090,Stormcaller,Chris Wraight,05-06-23,33
10091,Brute Force,Scott Meyer,04-10-23,20
10092,Demon DIY,Gwen Grayson,04-13-23,20
10093,Plot Hole,Macronomicon,04-25-23,50
10094,The Wishing Pool and Other Stories,Tananarive Due,04-18-23,24
10095,The Ferryman,Justin Cronin,05-02-23,42
10096,Five Years After,William R. Forstchen,08-22-23,26
10097,Night Angel Nemesis,Brent Weeks,04-25-23,57
10098,He Who Fights with Monsters 10,Shirtaloon,11-28-23,60
10099,Library at Mount Char,Scott Hawkins,06-16-15,27
10100,Practical Magic,Alice Hoffman,11-06-12,15
10101,Red Mars,Kim Stanley Robinson,04-04-08,42
10102,House of Suns,Alastair Reynolds,08-25-09,35
10103,Cloud Atlas,David Mitchell,11-23-04,31
10104,The Medici Manuscript,C.J. Archer,03-03-23,20
10105,Tragic Bonds,J Bree,01-24-23,25
10106,The Way of Kings,Brandon Sanderson,08-31-10,27
10107,Ready Player One,Ernest Cline,08-16-11,20
10108,World War Z: The Complete Edition,Max Brooks,05-14-13,15
10109,Fahrenheit 451,Ray Bradbury,10-21-14,17
10110,Did You Hear About Kitty Karr?,Crystal Smith Paul,05-02-23,26
10111,Welcome to Gothic,Christina Dodd,01-10-23,17
10112,Meg: A Novel of Deep Terror with Meg: Origins,Steve Alten,04-09-14,21
10113,Noah Primeval,Brian Godawa,03-21-13,16
10114,Savage Bonds,J Bree,07-15-22,22
10115,Ender's Game,Orson Scott Card,12-30-01,21
10116,Gardens of the Moon,Steven Erikson,10-02-12,29
10117,System Overclocked,Randi Darren,05-02-23,50
10118,Duskbringer,Actus,04-04-23,25
10119,Lolth's Warrior,R. A. Salvatore,08-15-23,32
10120,Pale Fallen Angel Parts One and Two (Dramatized Adaptation),Hideyuki Kikuchi,05-09-23,24
10121,To Kill a Fae,Jamie A. Waters,05-10-23,25
10122,Facets of Revolution,T. A. White,03-28-23,24
10123,Ripples in Time,Julie McElwain,04-25-23,21
10124,A Soul of Ash and Blood,Jennifer L. Armentrout,07-18-23,33
10125,Annihilation,Jeff VanderMeer,02-04-14,15
10126,Swan Song,Robert R. McCammon,11-15-11,35
10127,A Darker Shade of Magic,V. E. Schwab,04-21-15,28
10128,Extinction,Douglas Preston,04-23-24,26
10129,Wicked,Gregory Maguire,11-16-05,42
10130,Eight Ball,M.R. Forbes,05-01-23,20
10131,Long Live the Elf Queen,J.M. Kearl,03-14-23,49
10132,Midnight Riot,Ben Aaronovitch,09-28-12,24
10133,Contact,Carl Sagan,03-23-12,18
10134,Flowers for Algernon,Daniel Keyes,08-31-09,21
10135,Kings of the Wyld,Nicholas Eames,02-21-17,20
10136,The Forever War,Joe Haldeman,03-31-08,27
10137,The Host,Stephenie Meyer,05-06-08,20
10138,Oryx and Crake,Margaret Atwood,05-09-03,28
10139,Titan,Jillian Graves,05-16-23,17
10140,Solaris,Stanislaw Lem,06-07-11,17
10141,Dark Matter,Blake Crouch,07-26-16,17
10142,Hyperion,Dan Simmons,12-22-08,22
10143,The Fifth Season,N. K. Jemisin,08-04-15,24
10144,One Second After,William R. Forstchen,03-17-09,20
10145,The Handmaid's Tale,Margaret Atwood,01-01-12,22
10146,Neuromancer,William Gibson,06-30-11,16
10147,Old Man's War,John Scalzi,10-02-07,21
10148,Station Eleven (Television Tie-in),Emily St. John Mandel,09-09-14,17
10149,Leviathan Wakes,James S. A. Corey,06-30-17,22
10150,Sufficiently Advanced Magic,Andrew Rowe,07-04-17,30
10151,Wizard's First Rule,Terry Goodkind,10-15-08,30
10152,The Wind-Up Bird Chronicle,Haruki Murakami,09-03-13,30
10153,American Gods: The Tenth Anniversary Edition (A Full Cast Production),Neil Gaiman,06-21-11,44
10154,Kindred,Octavia E. Butler,09-12-07,26
10155,Something Wicked This Way Comes,Ray Bradbury,10-21-14,17
10156,Double Hockey Sticks,Frank J. Fleming,04-26-23,20
10157,House of Beating Wings,Olivia Wildenstein,01-31-23,25
10158,Not All Himbos Wear Capes,C. Rochelle,05-09-23,45
10159,Shores of Despair,Mark Tufo,06-06-23,35
10160,Skull Road,Keith C. Blackmore,08-15-23,45
10161,Singer Distance,Ethan Chatagnier,10-18-22,26
10162,Wolves of Summer: Bound to the Fae—Books 1-3,Eva Chase,08-31-22,26
10163,The Bound Demon,Doufu Mayoi,05-09-23,17
10164,Titanium Noir,Nick Harkaway,05-16-23,28
10165,The Magicians,Lev Grossman,08-11-09,26
10166,Court of the Vampire Queen,Katee Robert,09-07-22,22
10167,The Rascor Plains,Phil Tucker,09-19-23,60
10168,The Forsaken,Erica Stevens,05-09-23,29
10169,The Halfling's Gem,R. A. Salvatore,06-04-13,22
10170,Bonded by Thorns,Elizabeth Helen,03-29-23,25
10171,Bend Her,Cassie Alexander,01-03-23,17
10172,The Three-Body Problem,Cixin Liu,02-23-23,17
10173,Whisper of Iron,Matt Pivots,05-15-23,20
10174,Birthright,M.R. Frost,05-08-23,20
10175,"Sea of Swords: Legend of Drizzt: Paths of Darkness, Book 3",R. A. Salvatore,01-07-14,22
10176,Super Powereds: Year 1,Drew Hayes,05-17-16,42
10177,Sued for Peace (Dramatized Adaptation),Michael Anderle,05-09-23,21
10178,Lady of the Drowned Empire,Frankie Diane Mallis,04-06-23,30
10179,Antelligent Design,RinoZ,04-12-23,25
10180,Dark Healing Blind Justice,I. T. Lucas,04-19-23,20
10181,Splashdown,Blaine L. Pardoe,01-12-23,22
10182,Zodiac Academy: Origins of an Academy Bully,Caroline Peckham,05-04-23,7
10183,Counterstrike,Joshua Dalzelle,07-05-16,24
10184,I Summoned My What?!,Montgomery Quinn,04-25-23,20
10185,Find the Jinn,Maz Maddox,05-02-23,17
10186,The Left Hand of Darkness,Ursula K. Le Guin,12-28-16,24
10187,The Weight of Magic,D.K. Holmberg,04-04-23,25
10188,A Day of Fallen Night,Samantha Shannon,02-28-23,46
10189,The Librarian of Crooked Lane,C.J. Archer,09-02-22,17
10190,Stories of Your Life and Others,Ted Chiang,02-10-14,26
10191,Mayor of Elf Town 4,Dante King,05-04-23,25
10192,Gene's Regret,Jerry Boyd,05-09-23,35
10193,The Road,Cormac McCarthy,03-15-07,21
10194,The Eidolon,K.D. Edwards,02-28-23,20
10195,Death of an Author,Aidan Marchine,05-09-23,7
10196,Legends & Lattes,Travis Baldree,06-14-22,15
10197,A Knight of the Seven Kingdoms,George R. R. Martin,10-06-15,17
10198,The Shadow of What Was Lost,James Islington,02-10-15,35
10199,Starship Troopers,Robert A. Heinlein,12-27-98,18
10200,Blade Runner,Philip K. Dick,11-27-07,15
10201,Unicorn Shifter Academy,J.R. Thorn,09-26-22,13
10202,Hollow Heathens: Book of Blackwell,Nicole Fiorina,09-26-22,22
10203,To Snap a Silver Stem,Sarah A. Parker,11-29-22,35
10204,American War,Omar El Akkad,04-04-17,17
10205,Replay,Ken Grimwood,12-05-08,18
10206,The Last Ranger,J.D.L. Rosell,12-27-22,35
10207,Esrahaddon,Michael J. Sullivan,08-15-23,50
10208,We Hunt Monsters 5,Aaron Oster,05-02-23,25
10209,Wrath & Reign,Nikki St. Crowe,09-30-22,22
10210,The Winter King,Bernard Cornwell,12-02-14,21
10211,Mayhem in Montreal,Auburn Tempest,05-02-23,17
10212,The Night and Its Moon,Piper CJ,02-07-23,39
10213,Interview with the Vampire,Anne Rice,05-31-11,20
10214,Persepolis Rising,James S. A. Corey,12-05-17,38
10215,Lasher,Anne Rice,11-10-15,30
10216,Taltos,Anne Rice,11-10-15,28
10217,The Tower of Swallows,Andrzej Sapkowski,05-17-16,22
10218,Between,L. L. Starling,03-07-23,60
10219,Heir of Novron,Michael J. Sullivan,08-08-12,37
10220,I'll Stop the World,Lauren Thoman,04-01-23,30
10221,Every Heart a Doorway,Seanan McGuire,04-05-16,20
10222,Best Served Cold,Joe Abercrombie,02-16-16,15
10223,The First Tail,Taniko K Williams,04-04-23,45
10224,Architect,Mark J. Rose,04-26-23,25
10225,Mask of the Gods,Micky Carre,04-26-23,20
10226,Consider Phlebas,Iain M. Banks,05-06-11,24
10227,The Dragonbone Chair,Tad Williams,07-05-16,49
10228,The Death of Dulgath,Michael J. Sullivan,12-15-15,22
10229,The Aspect: The Complete Series,Ajax Lygan,04-28-23,30
10230,Dance of Kings and Thieves,LJ Andrews,03-28-23,40
10231,Underspire,Jason Anspach,03-19-23,25
10232,The Eye of the World,Robert Jordan,12-31-06,34
10233,The Never King,Nikki St. Crowe,06-08-22,13
10234,Lassiter,J.R. Ward,04-11-23,28
10235,Adventurer of Empyrea,Michael Dalton,05-09-23,25
10236,Court of Blood and Bindings,Lisette Marshall,03-14-23,40
10237,A Shadow Crown,Melissa Blair,05-09-23,36
10238,The Retreat: The Complete Series,Craig DiLouie,05-10-23,30
10239,Robert E. Howard's Conan the Cimmerian Barbarian,Robert E. Howard,06-27-17,26
10240,Who Goes There?,John W. Campbell,04-19-10,13
10241,The Last Ship,William Brinkley,02-18-15,40
10242,Lucifer's Hammer,Larry Niven,07-14-09,19
10243,The Book of the Unnamed Midwife,Meg Elison,10-11-16,22
10244,A Sacrifice of Light,Azalea Ellis,05-12-23,30
10245,The Forgotten Witch,Jessica Dodge,09-14-22,17
